Gene,Drug,Interaction Type,Directionality,Source,PMID,Interaction Score
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL7A1"" target=""_blank"">COL7A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SCH51866"" target=""_blank"">SCH51866</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",2.175158273286897
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL4A5"" target=""_blank"">COL4A5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=COLLAGENASE%20CLOSTRIDIUM%20HISTOLYTICUM"" target=""_blank"">COLLAGENASE CLOSTRIDIUM HISTOLYTICUM</a>",cleavage,INHIBITORY,ChEMBL,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.9322106885515274
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL4A5"" target=""_blank"">COL4A5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=OCRIPLASMIN"" target=""_blank"">OCRIPLASMIN</a>",cleavage,INHIBITORY,ChEMBL,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.6868920863011254
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL1A1"" target=""_blank"">COL1A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=PAMIDRONATE"" target=""_blank"">PAMIDRONATE</a>",N/A,N/A,PharmGKB,"<a href=""https://pubmed.ncbi.nlm.nih.gov/21396799/"" target=""_blank"">21396799</a>",1.355942819711312
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL1A1"" target=""_blank"">COL1A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=OCRIPLASMIN"" target=""_blank"">OCRIPLASMIN</a>",cleavage,INHIBITORY,ChEMBL,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.1962548818003215
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL1A1"" target=""_blank"">COL1A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=ZOLEDRONIC%20ACID%20ANHYDROUS"" target=""_blank"">ZOLEDRONIC ACID ANHYDROUS</a>",N/A,N/A,PharmGKB,"<a href=""https://pubmed.ncbi.nlm.nih.gov/21396799/"" target=""_blank"">21396799</a>",0.9943580677882958
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL1A1"" target=""_blank"">COL1A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=ETIDRONIC%20ACID"" target=""_blank"">ETIDRONIC ACID</a>",N/A,N/A,PharmGKB,"<a href=""https://pubmed.ncbi.nlm.nih.gov/11907712/"" target=""_blank"">11907712</a>",1.065383644058888
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL1A1"" target=""_blank"">COL1A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=COLLAGENASE%20CLOSTRIDIUM%20HISTOLYTICUM"" target=""_blank"">COLLAGENASE CLOSTRIDIUM HISTOLYTICUM</a>",cleavage,INHIBITORY,TEND,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.7990377330441664
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL1A1"" target=""_blank"">COL1A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=VALPROIC%20ACID"" target=""_blank"">VALPROIC ACID</a>",N/A,N/A,PharmGKB,"<a href=""https://pubmed.ncbi.nlm.nih.gov/26727275/"" target=""_blank"">26727275</a>",0.2616731757337621
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL1A1"" target=""_blank"">COL1A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SOMATROPIN%20%28RECOMBINANT%20DNA%20ORIGIN%29"" target=""_blank"">SOMATROPIN (RECOMBINANT DNA ORIGIN)</a>",N/A,N/A,PharmGKB,"<a href=""https://pubmed.ncbi.nlm.nih.gov/22026923/"" target=""_blank"">22026923</a>",0.9943580677882958
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=PRINOMASTAT"" target=""_blank"">PRINOMASTAT</a>",vaccine,ACTIVATING,TALC,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5326918220294442
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=CTS-1027"" target=""_blank"">CTS-1027</a>",inhibitor,INHIBITORY,ChEMBL,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5326918220294442
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=BERKELEYTRIONE"" target=""_blank"">BERKELEYTRIONE</a>",N/A,N/A,DTC,"<a href=""https://pubmed.ncbi.nlm.nih.gov/17970594/"" target=""_blank"">17970594</a>",3.728842754206109
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=MARIMASTAT"" target=""_blank"">MARIMASTAT</a>",inhibitor,INHIBITORY,TEND,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.745768550841222
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=PRAVASTATIN%20SODIUM"" target=""_blank"">PRAVASTATIN SODIUM</a>",N/A,N/A,PharmGKB,"<a href=""https://pubmed.ncbi.nlm.nih.gov/10190398/"" target=""_blank"">10190398</a>",0.2762105743856377
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=BERKELEYACETAL%20B"" target=""_blank"">BERKELEYACETAL B</a>",N/A,N/A,DTC,"<a href=""https://pubmed.ncbi.nlm.nih.gov/17970594/"" target=""_blank"">17970594</a>",3.728842754206109
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=BERKELEYAMIDE%20B"" target=""_blank"">BERKELEYAMIDE B</a>",N/A,N/A,DTC,"<a href=""https://pubmed.ncbi.nlm.nih.gov/18330993/"" target=""_blank"">18330993</a>",3.728842754206109
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=LISINOPRIL%20ANHYDROUS"" target=""_blank"">LISINOPRIL ANHYDROUS</a>",N/A,N/A,PharmGKB,"<a href=""https://pubmed.ncbi.nlm.nih.gov/21183746/"" target=""_blank"">21183746</a>",0.9322106885515273
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=ILOMASTAT"" target=""_blank"">ILOMASTAT</a>",N/A,N/A,TTD,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.1491537101682443
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=BERKELEYDIONE"" target=""_blank"">BERKELEYDIONE</a>",N/A,N/A,DTC,"<a href=""https://pubmed.ncbi.nlm.nih.gov/17970594/"" target=""_blank"">17970594</a>",3.728842754206109
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=CHLORTHALIDONE"" target=""_blank"">CHLORTHALIDONE</a>",N/A,N/A,PharmGKB,"<a href=""https://pubmed.ncbi.nlm.nih.gov/21183746/"" target=""_blank"">21183746</a>",0.8286317231569131
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=BERKELEYAMIDE%20C"" target=""_blank"">BERKELEYAMIDE C</a>",N/A,N/A,DTC,"<a href=""https://pubmed.ncbi.nlm.nih.gov/18330993/"" target=""_blank"">18330993</a>",3.728842754206109
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=BERKELEYACETAL%20C"" target=""_blank"">BERKELEYACETAL C</a>",N/A,N/A,DTC,"<a href=""https://pubmed.ncbi.nlm.nih.gov/17970594/"" target=""_blank"">17970594</a>",3.728842754206109
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=MMP3"" target=""_blank"">MMP3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=BERKELEYACETAL%20A"" target=""_blank"">BERKELEYACETAL A</a>",N/A,N/A,DTC,"<a href=""https://pubmed.ncbi.nlm.nih.gov/17970594/"" target=""_blank"">17970594</a>",3.728842754206109
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL4A3"" target=""_blank"">COL4A3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=COLLAGENASE%20CLOSTRIDIUM%20HISTOLYTICUM"" target=""_blank"">COLLAGENASE CLOSTRIDIUM HISTOLYTICUM</a>",cleavage,INHIBITORY,ChEMBL,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.9322106885515274
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL4A3"" target=""_blank"">COL4A3</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=OCRIPLASMIN"" target=""_blank"">OCRIPLASMIN</a>",cleavage,INHIBITORY,ChEMBL,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.6868920863011254
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL15A1"" target=""_blank"">COL15A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=COLLAGENASE%20CLOSTRIDIUM%20HISTOLYTICUM"" target=""_blank"">COLLAGENASE CLOSTRIDIUM HISTOLYTICUM</a>",cleavage,INHIBITORY,ChEMBL,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.372884275420611
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL15A1"" target=""_blank"">COL15A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=OCRIPLASMIN"" target=""_blank"">OCRIPLASMIN</a>",cleavage,INHIBITORY,ChEMBL,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.2747568345204501
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL15A1"" target=""_blank"">COL15A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=DIPYRIDAMOLE"" target=""_blank"">DIPYRIDAMOLE</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.1864421377103055
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL15A1"" target=""_blank"">COL15A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=BRL50481"" target=""_blank"">BRL50481</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",2.610189927944276
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=COL15A1"" target=""_blank"">COL15A1</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SCH51866"" target=""_blank"">SCH51866</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
